State,County,# Mental Health Providers
Alabama,Autauga,9
Alabama,Baldwin,194
Alabama,Barbour,2
Alabama,Bibb,2
Alabama,Blount,6
Alabama,Bullock,1
Alabama,Butler,7
Alabama,Calhoun,113
Alabama,Chambers,2
Alabama,Cherokee,5
Alabama,Chilton,18
Alabama,Choctaw,
Alabama,Clarke,16
Alabama,Clay,2
Alabama,Cleburne,6
Alabama,Coffee,28
Alabama,Colbert,17
Alabama,Conecuh,8
Alabama,Coosa,1
Alabama,Covington,22
Alabama,Crenshaw,7
Alabama,Cullman,99
Alabama,Dale,40
Alabama,Dallas,19
Alabama,DeKalb,16
Alabama,Elmore,9
Alabama,Escambia,18
Alabama,Etowah,109
Alabama,Fayette,2
Alabama,Franklin,4
Alabama,Geneva,4
Alabama,Greene,1
Alabama,Hale,2
Alabama,Henry,3
Alabama,Houston,138
Alabama,Jackson,23
Alabama,Jefferson,"1,026"
Alabama,Lamar,2
Alabama,Lauderdale,135
Alabama,Lawrence,39
Alabama,Lee,131
Alabama,Limestone,38
Alabama,Lowndes,
Alabama,Macon,73
Alabama,Madison,470
Alabama,Marengo,6
Alabama,Marion,3
Alabama,Marshall,220
Alabama,Mobile,345
Alabama,Monroe,15
Alabama,Montgomery,274
Alabama,Morgan,159
Alabama,Perry,3
Alabama,Pickens,3
Alabama,Pike,12
Alabama,Randolph,5
Alabama,Russell,21
Alabama,Shelby,150
Alabama,St. Clair,13
Alabama,Sumter,2
Alabama,Talladega,11
Alabama,Tallapoosa,10
Alabama,Tuscaloosa,255
Alabama,Walker,30
Alabama,Washington,3
Alabama,Wilcox,1
Alabama,Winston,1
Alaska,Aleutians East,2
Alaska,Aleutians West,5
Alaska,Anchorage,"1,036"
Alaska,Bethel,362
Alaska,Bristol Bay,0
Alaska,Denali,
Alaska,Dillingham,34
Alaska,Fairbanks North Star,521
Alaska,Haines,8
Alaska,Hoonah-Angoon,6
Alaska,Juneau,194
Alaska,Kenai Peninsula,96
Alaska,Ketchikan Gateway,35
Alaska,Kodiak Island,39
Alaska,Kusilvak,10
Alaska,Lake and Peninsula,1
Alaska,Matanuska-Susitna,127
Alaska,Nome,88
Alaska,North Slope,5
Alaska,Northwest Arctic,74
Alaska,Petersburg,11
Alaska,Prince of Wales-Hyder,5
Alaska,Sitka,127
Alaska,Skagway,1
Alaska,Southeast Fairbanks,8
Alaska,Valdez-Cordova,6
Alaska,Wrangell,7
Alaska,Yakutat,3
Alaska,Yukon-Koyukuk,5
Arizona,Apache,62
Arizona,Cochise,149
Arizona,Coconino,279
Arizona,Gila,31
Arizona,Graham,15
Arizona,Greenlee,1
Arizona,La Paz,23
Arizona,Maricopa,"5,485"
Arizona,Mohave,144
Arizona,Navajo,82
Arizona,Pima,"1,770"
Arizona,Pinal,300
Arizona,Santa Cruz,16
Arizona,Yavapai,405
Arizona,Yuma,112
Arkansas,Arkansas,19
Arkansas,Ashley,15
Arkansas,Baxter,118
Arkansas,Benton,581
Arkansas,Boone,38
Arkansas,Bradley,3
Arkansas,Calhoun,
Arkansas,Carroll,24
Arkansas,Chicot,60
Arkansas,Clark,47
Arkansas,Clay,4
Arkansas,Cleburne,15
Arkansas,Cleveland,
Arkansas,Columbia,46
Arkansas,Conway,53
Arkansas,Craighead,390
Arkansas,Crawford,30
Arkansas,Crittenden,92
Arkansas,Cross,7
Arkansas,Dallas,15
Arkansas,Desha,7
Arkansas,Drew,119
Arkansas,Faulkner,143
Arkansas,Franklin,1
Arkansas,Fulton,4
Arkansas,Garland,247
Arkansas,Grant,17
Arkansas,Greene,83
Arkansas,Hempstead,17
Arkansas,Hot Spring,62
Arkansas,Howard,9
Arkansas,Independence,65
Arkansas,Izard,5
Arkansas,Jackson,14
Arkansas,Jefferson,144
Arkansas,Johnson,68
Arkansas,Lafayette,3
Arkansas,Lawrence,41
Arkansas,Lee,
Arkansas,Lincoln,17
Arkansas,Little River,1
Arkansas,Logan,4
Arkansas,Lonoke,33
Arkansas,Madison,22
Arkansas,Marion,3
Arkansas,Miller,101
Arkansas,Mississippi,42
Arkansas,Monroe,
Arkansas,Montgomery,1
Arkansas,Nevada,7
Arkansas,Newton,2
Arkansas,Ouachita,41
Arkansas,Perry,
Arkansas,Phillips,11
Arkansas,Pike,3
Arkansas,Poinsett,69
Arkansas,Polk,14
Arkansas,Pope,142
Arkansas,Prairie,2
Arkansas,Pulaski,"1,601"
Arkansas,Randolph,13
Arkansas,Saline,150
Arkansas,Scott,1
Arkansas,Searcy,17
Arkansas,Sebastian,408
Arkansas,Sevier,9
Arkansas,Sharp,31
Arkansas,St. Francis,73
Arkansas,Stone,8
Arkansas,Union,70
Arkansas,Van Buren,11
Arkansas,Washington,842
Arkansas,White,128
Arkansas,Woodruff,5
Arkansas,Yell,4
California,Alameda,"9,603"
California,Alpine,5
California,Amador,77
California,Butte,"1,372"
California,Calaveras,72
California,Colusa,37
California,Contra Costa,"3,702"
California,Del Norte,105
California,El Dorado,588
California,Fresno,"3,075"
California,Glenn,29
California,Humboldt,556
California,Imperial,230
California,Inyo,75
California,Kern,"1,545"
California,Kings,295
California,Lake,220
California,Lassen,94
California,Los Angeles,"31,986"
California,Madera,230
California,Marin,"1,895"
California,Mariposa,48
California,Mendocino,506
California,Merced,411
California,Modoc,31
California,Mono,27
California,Monterey,"1,418"
California,Napa,702
California,Nevada,704
California,Orange,"7,737"
California,Placer,"1,069"
California,Plumas,53
California,Riverside,"4,540"
California,Sacramento,"5,460"
California,San Benito,60
California,San Bernardino,"4,487"
California,San Diego,"11,268"
California,San Francisco,"7,656"
California,San Joaquin,"1,646"
California,San Luis Obispo,"1,609"
California,San Mateo,"2,705"
California,Santa Barbara,"2,168"
California,Santa Clara,"6,325"
California,Santa Cruz,"1,938"
California,Shasta,553
California,Sierra,5
California,Siskiyou,181
California,Solano,"1,576"
California,Sonoma,"2,206"
California,Stanislaus,"1,064"
California,Sutter,286
California,Tehama,102
California,Trinity,53
California,Tulare,"1,181"
California,Tuolumne,85
California,Ventura,"2,917"
California,Yolo,728
California,Yuba,147
Colorado,Adams,"1,583"
Colorado,Alamosa,235
Colorado,Arapahoe,"2,137"
Colorado,Archuleta,16
Colorado,Baca,1
Colorado,Bent,5
Colorado,Boulder,"2,113"
Colorado,Broomfield,84
Colorado,Chaffee,36
Colorado,Cheyenne,
Colorado,Clear Creek,4
Colorado,Conejos,2
Colorado,Costilla,1
Colorado,Crowley,
Colorado,Custer,2
Colorado,Delta,45
Colorado,Denver,"3,752"
Colorado,Dolores,1
Colorado,Douglas,336
Colorado,Eagle,84
Colorado,El Paso,"2,059"
Colorado,Elbert,28
Colorado,Fremont,145
Colorado,Garfield,137
Colorado,Gilpin,4
Colorado,Grand,28
Colorado,Gunnison,37
Colorado,Hinsdale,2
Colorado,Huerfano,10
Colorado,Jackson,4
Colorado,Jefferson,"1,595"
Colorado,Kiowa,
Colorado,Kit Carson,5
Colorado,La Plata,205
Colorado,Lake,4
Colorado,Larimer,"1,090"
Colorado,Las Animas,21
Colorado,Lincoln,11
Colorado,Logan,60
Colorado,Mesa,443
Colorado,Mineral,0
Colorado,Moffat,20
Colorado,Montezuma,35
Colorado,Montrose,99
Colorado,Morgan,60
Colorado,Otero,70
Colorado,Ouray,7
Colorado,Park,13
Colorado,Phillips,4
Colorado,Pitkin,56
Colorado,Prowers,24
Colorado,Pueblo,785
Colorado,Rio Blanco,13
Colorado,Rio Grande,3
Colorado,Routt,75
Colorado,Saguache,4
Colorado,San Juan,0
Colorado,San Miguel,24
Colorado,Sedgwick,
Colorado,Summit,84
Colorado,Teller,35
Colorado,Washington,2
Colorado,Weld,713
Colorado,Yuma,10
Connecticut,Fairfield,"2,660"
Connecticut,Hartford,"4,189"
Connecticut,Litchfield,423
Connecticut,Middlesex,670
Connecticut,New Haven,"3,503"
Connecticut,New London,948
Connecticut,Tolland,336
Connecticut,Windham,350
Delaware,Kent,296
Delaware,New Castle,"1,659"
Delaware,Sussex,385
Florida,Alachua,"1,563"
Florida,Baker,26
Florida,Bay,447
Florida,Bradford,11
Florida,Brevard,887
Florida,Broward,"3,136"
Florida,Calhoun,2
Florida,Charlotte,189
Florida,Citrus,85
Florida,Clay,180
Florida,Collier,356
Florida,Columbia,119
Florida,DeSoto,24
Florida,Dixie,
Florida,Duval,"1,636"
Florida,Escambia,539
Florida,Flagler,57
Florida,Franklin,7
Florida,Gadsden,54
Florida,Gilchrist,7
Florida,Glades,
Florida,Gulf,9
Florida,Hamilton,1
Florida,Hardee,4
Florida,Hendry,18
Florida,Hernando,145
Florida,Highlands,71
Florida,Hillsborough,"2,372"
Florida,Holmes,16
Florida,Indian River,190
Florida,Jackson,56
Florida,Jefferson,6
Florida,Lafayette,1
Florida,Lake,283
Florida,Lee,737
Florida,Leon,593
Florida,Levy,7
Florida,Liberty,9
Florida,Madison,9
Florida,Manatee,374
Florida,Marion,318
Florida,Martin,253
Florida,Miami-Dade,"4,149"
Florida,Monroe,154
Florida,Nassau,89
Florida,Okaloosa,316
Florida,Okeechobee,21
Florida,Orange,"2,873"
Florida,Osceola,495
Florida,Palm Beach,"2,740"
Florida,Pasco,384
Florida,Pinellas,"1,788"
Florida,Polk,576
Florida,Putnam,41
Florida,Santa Rosa,91
Florida,Sarasota,699
Florida,Seminole,694
Florida,St. Johns,266
Florida,St. Lucie,465
Florida,Sumter,51
Florida,Suwannee,19
Florida,Taylor,6
Florida,Union,11
Florida,Volusia,671
Florida,Wakulla,13
Florida,Walton,45
Florida,Washington,4
Georgia,Appling,7
Georgia,Atkinson,
Georgia,Bacon,1
Georgia,Baker,1
Georgia,Baldwin,60
Georgia,Banks,
Georgia,Barrow,13
Georgia,Bartow,108
Georgia,Ben Hill,5
Georgia,Berrien,5
Georgia,Bibb,257
Georgia,Bleckley,1
Georgia,Brantley,
Georgia,Brooks,3
Georgia,Bryan,24
Georgia,Bulloch,64
Georgia,Burke,12
Georgia,Butts,12
Georgia,Calhoun,1
Georgia,Camden,56
Georgia,Candler,5
Georgia,Carroll,119
Georgia,Catoosa,63
Georgia,Charlton,2
Georgia,Chatham,382
Georgia,Chattahoochee,
Georgia,Chattooga,8
Georgia,Cherokee,210
Georgia,Clarke,317
Georgia,Clay,
Georgia,Clayton,169
Georgia,Clinch,
Georgia,Cobb,"1,160"
Georgia,Coffee,10
Georgia,Colquitt,24
Georgia,Columbia,117
Georgia,Cook,5
Georgia,Coweta,95
Georgia,Crawford,
Georgia,Crisp,9
Georgia,Dade,2
Georgia,Dawson,28
Georgia,Decatur,14
Georgia,DeKalb,"2,032"
Georgia,Dodge,6
Georgia,Dooly,
Georgia,Dougherty,109
Georgia,Douglas,121
Georgia,Early,8
Georgia,Echols,
Georgia,Effingham,23
Georgia,Elbert,6
Georgia,Emanuel,27
Georgia,Evans,
Georgia,Fannin,17
Georgia,Fayette,198
Georgia,Floyd,118
Georgia,Forsyth,119
Georgia,Franklin,18
Georgia,Fulton,"2,271"
Georgia,Gilmer,21
Georgia,Glascock,
Georgia,Glynn,114
Georgia,Gordon,28
Georgia,Grady,3
Georgia,Greene,3
Georgia,Gwinnett,894
Georgia,Habersham,18
Georgia,Hall,155
Georgia,Hancock,2
Georgia,Haralson,17
Georgia,Harris,5
Georgia,Hart,4
Georgia,Heard,3
Georgia,Henry,307
Georgia,Houston,199
Georgia,Irwin,
Georgia,Jackson,30
Georgia,Jasper,5
Georgia,Jeff Davis,1
Georgia,Jefferson,
Georgia,Jenkins,1
Georgia,Johnson,1
Georgia,Jones,8
Georgia,Lamar,13
Georgia,Lanier,1
Georgia,Laurens,101
Georgia,Lee,6
Georgia,Liberty,250
Georgia,Lincoln,2
Georgia,Long,2
Georgia,Lowndes,180
Georgia,Lumpkin,23
Georgia,Macon,1
Georgia,Madison,4
Georgia,Marion,
Georgia,McDuffie,12
Georgia,McIntosh,24
Georgia,Meriwether,13
Georgia,Miller,1
Georgia,Mitchell,100
Georgia,Monroe,8
Georgia,Montgomery,6
Georgia,Morgan,5
Georgia,Murray,3
Georgia,Muscogee,558
Georgia,Newton,97
Georgia,Oconee,68
Georgia,Oglethorpe,1
Georgia,Paulding,65
Georgia,Peach,24
Georgia,Pickens,22
Georgia,Pierce,5
Georgia,Pike,8
Georgia,Polk,28
Georgia,Pulaski,3
Georgia,Putnam,9
Georgia,Quitman,
Georgia,Rabun,23
Georgia,Randolph,6
Georgia,Richmond,569
Georgia,Rockdale,114
Georgia,Schley,
Georgia,Screven,4
Georgia,Seminole,2
Georgia,Spalding,63
Georgia,Stephens,16
Georgia,Stewart,1
Georgia,Sumter,58
Georgia,Talbot,1
Georgia,Taliaferro,
Georgia,Tattnall,3
Georgia,Taylor,1
Georgia,Telfair,
Georgia,Terrell,
Georgia,Thomas,87
Georgia,Tift,28
Georgia,Toombs,14
Georgia,Towns,1
Georgia,Treutlen,2
Georgia,Troup,72
Georgia,Turner,1
Georgia,Twiggs,
Georgia,Union,17
Georgia,Upson,7
Georgia,Walker,23
Georgia,Walton,55
Georgia,Ware,47
Georgia,Warren,2
Georgia,Washington,4
Georgia,Wayne,7
Georgia,Webster,
Georgia,Wheeler,
Georgia,White,22
Georgia,Whitfield,102
Georgia,Wilcox,2
Georgia,Wilkes,2
Georgia,Wilkinson,2
Georgia,Worth,1
Hawaii,Hawaii,585
Hawaii,Honolulu,"2,360"
Hawaii,Kalawao,0
Hawaii,Kauai,142
Hawaii,Maui,266
Idaho,Ada,"1,252"
Idaho,Adams,3
Idaho,Bannock,338
Idaho,Bear Lake,5
Idaho,Benewah,19
Idaho,Bingham,59
Idaho,Blaine,32
Idaho,Boise,2
Idaho,Bonner,89
Idaho,Bonneville,313
Idaho,Boundary,15
Idaho,Butte,1
Idaho,Camas,
Idaho,Canyon,307
Idaho,Caribou,3
Idaho,Cassia,28
Idaho,Clark,0
Idaho,Clearwater,10
Idaho,Custer,
Idaho,Elmore,33
Idaho,Franklin,8
Idaho,Fremont,5
Idaho,Gem,14
Idaho,Gooding,19
Idaho,Idaho,15
Idaho,Jefferson,6
Idaho,Jerome,3
Idaho,Kootenai,291
Idaho,Latah,57
Idaho,Lemhi,10
Idaho,Lewis,2
Idaho,Lincoln,1
Idaho,Madison,54
Idaho,Minidoka,5
Idaho,Nez Perce,95
Idaho,Oneida,6
Idaho,Owyhee,3
Idaho,Payette,21
Idaho,Power,2
Idaho,Shoshone,17
Idaho,Teton,12
Idaho,Twin Falls,214
Idaho,Valley,20
Idaho,Washington,4
Illinois,Adams,161
Illinois,Alexander,20
Illinois,Bond,27
Illinois,Boone,17
Illinois,Brown,22
Illinois,Bureau,17
Illinois,Calhoun,
Illinois,Carroll,18
Illinois,Cass,52
Illinois,Champaign,504
Illinois,Christian,17
Illinois,Clark,4
Illinois,Clay,16
Illinois,Clinton,13
Illinois,Coles,133
Illinois,Cook,"12,767"
Illinois,Crawford,37
Illinois,Cumberland,4
Illinois,De Witt,8
Illinois,DeKalb,231
Illinois,Douglas,2
Illinois,DuPage,"2,506"
Illinois,Edgar,17
Illinois,Edwards,3
Illinois,Effingham,46
Illinois,Fayette,14
Illinois,Ford,60
Illinois,Franklin,257
Illinois,Fulton,18
Illinois,Gallatin,
Illinois,Greene,
Illinois,Grundy,59
Illinois,Hamilton,
Illinois,Hancock,27
Illinois,Hardin,1
Illinois,Henderson,2
Illinois,Henry,19
Illinois,Iroquois,69
Illinois,Jackson,135
Illinois,Jasper,33
Illinois,Jefferson,73
Illinois,Jersey,16
Illinois,Jo Daviess,18
Illinois,Johnson,71
Illinois,Kane,"1,161"
Illinois,Kankakee,134
Illinois,Kendall,112
Illinois,Knox,55
Illinois,Lake,"1,840"
Illinois,LaSalle,95
Illinois,Lawrence,36
Illinois,Lee,136
Illinois,Livingston,39
Illinois,Logan,21
Illinois,Macon,143
Illinois,Macoupin,22
Illinois,Madison,386
Illinois,Marion,85
Illinois,Marshall,
Illinois,Mason,5
Illinois,Massac,33
Illinois,McDonough,55
Illinois,McHenry,545
Illinois,McLean,414
Illinois,Menard,3
Illinois,Mercer,2
Illinois,Monroe,39
Illinois,Montgomery,21
Illinois,Morgan,31
Illinois,Moultrie,7
Illinois,Ogle,71
Illinois,Peoria,410
Illinois,Perry,37
Illinois,Piatt,8
Illinois,Pike,13
Illinois,Pope,1
Illinois,Pulaski,2
Illinois,Putnam,
Illinois,Randolph,32
Illinois,Richland,60
Illinois,Rock Island,250
Illinois,Saline,38
Illinois,Sangamon,415
Illinois,Schuyler,6
Illinois,Scott,
Illinois,Shelby,5
Illinois,St. Clair,269
Illinois,Stark,
Illinois,Stephenson,78
Illinois,Tazewell,233
Illinois,Union,23
Illinois,Vermilion,200
Illinois,Wabash,32
Illinois,Warren,3
Illinois,Washington,10
Illinois,Wayne,14
Illinois,White,14
Illinois,Whiteside,66
Illinois,Will,689
Illinois,Williamson,130
Illinois,Winnebago,431
Illinois,Woodford,10
Indiana,Adams,8
Indiana,Allen,638
Indiana,Bartholomew,117
Indiana,Benton,3
Indiana,Blackford,3
Indiana,Boone,63
Indiana,Brown,8
Indiana,Carroll,14
Indiana,Cass,83
Indiana,Clark,252
Indiana,Clay,14
Indiana,Clinton,12
Indiana,Crawford,4
Indiana,Daviess,27
Indiana,Dearborn,59
Indiana,Decatur,8
Indiana,DeKalb,25
Indiana,Delaware,303
Indiana,Dubois,44
Indiana,Elkhart,255
Indiana,Fayette,16
Indiana,Floyd,100
Indiana,Fountain,11
Indiana,Franklin,7
Indiana,Fulton,14
Indiana,Gibson,7
Indiana,Grant,129
Indiana,Greene,20
Indiana,Hamilton,429
Indiana,Hancock,43
Indiana,Harrison,9
Indiana,Hendricks,141
Indiana,Henry,40
Indiana,Howard,142
Indiana,Huntington,24
Indiana,Jackson,36
Indiana,Jasper,15
Indiana,Jay,22
Indiana,Jefferson,31
Indiana,Jennings,22
Indiana,Johnson,117
Indiana,Knox,55
Indiana,Kosciusko,122
Indiana,LaGrange,13
Indiana,Lake,826
Indiana,LaPorte,95
Indiana,Lawrence,29
Indiana,Madison,152
Indiana,Marion,"2,509"
Indiana,Marshall,47
Indiana,Martin,2
Indiana,Miami,16
Indiana,Monroe,345
Indiana,Montgomery,38
Indiana,Morgan,40
Indiana,Newton,1
Indiana,Noble,39
Indiana,Ohio,
Indiana,Orange,8
Indiana,Owen,18
Indiana,Parke,10
Indiana,Perry,12
Indiana,Pike,5
Indiana,Porter,271
Indiana,Posey,3
Indiana,Pulaski,6
Indiana,Putnam,27
Indiana,Randolph,7
Indiana,Ripley,13
Indiana,Rush,14
Indiana,Scott,9
Indiana,Shelby,39
Indiana,Spencer,4
Indiana,St. Joseph,581
Indiana,Starke,7
Indiana,Steuben,26
Indiana,Sullivan,7
Indiana,Switzerland,3
Indiana,Tippecanoe,256
Indiana,Tipton,6
Indiana,Union,
Indiana,Vanderburgh,363
Indiana,Vermillion,8
Indiana,Vigo,156
Indiana,Wabash,70
Indiana,Warren,
Indiana,Warrick,25
Indiana,Washington,8
Indiana,Wayne,312
Indiana,Wells,11
Indiana,White,10
Indiana,Whitley,24
Iowa,Adair,
Iowa,Adams,
Iowa,Allamakee,3
Iowa,Appanoose,12
Iowa,Audubon,
Iowa,Benton,3
Iowa,Black Hawk,201
Iowa,Boone,17
Iowa,Bremer,32
Iowa,Buchanan,22
Iowa,Buena Vista,8
Iowa,Butler,9
Iowa,Calhoun,2
Iowa,Carroll,17
Iowa,Cass,48
Iowa,Cedar,7
Iowa,Cerro Gordo,104
Iowa,Cherokee,14
Iowa,Chickasaw,5
Iowa,Clarke,3
Iowa,Clay,50
Iowa,Clayton,2
Iowa,Clinton,53
Iowa,Crawford,11
Iowa,Dallas,27
Iowa,Davis,1
Iowa,Decatur,22
Iowa,Delaware,16
Iowa,Des Moines,75
Iowa,Dickinson,8
Iowa,Dubuque,145
Iowa,Emmet,20
Iowa,Fayette,7
Iowa,Floyd,2
Iowa,Franklin,1
Iowa,Fremont,1
Iowa,Greene,6
Iowa,Grundy,4
Iowa,Guthrie,2
Iowa,Hamilton,4
Iowa,Hancock,1
Iowa,Hardin,8
Iowa,Harrison,3
Iowa,Henry,20
Iowa,Howard,2
Iowa,Humboldt,1
Iowa,Ida,1
Iowa,Iowa,10
Iowa,Jackson,12
Iowa,Jasper,37
Iowa,Jefferson,21
Iowa,Johnson,532
Iowa,Jones,11
Iowa,Keokuk,
Iowa,Kossuth,5
Iowa,Lee,25
Iowa,Linn,378
Iowa,Louisa,4
Iowa,Lucas,9
Iowa,Lyon,1
Iowa,Madison,9
Iowa,Mahaska,28
Iowa,Marion,33
Iowa,Marshall,64
Iowa,Mills,7
Iowa,Mitchell,
Iowa,Monona,6
Iowa,Monroe,2
Iowa,Montgomery,7
Iowa,Muscatine,18
Iowa,O'Brien,5
Iowa,Osceola,
Iowa,Page,20
Iowa,Palo Alto,8
Iowa,Plymouth,29
Iowa,Pocahontas,
Iowa,Polk,"1,136"
Iowa,Pottawattamie,162
Iowa,Poweshiek,17
Iowa,Ringgold,
Iowa,Sac,6
Iowa,Scott,217
Iowa,Shelby,8
Iowa,Sioux,39
Iowa,Story,188
Iowa,Tama,6
Iowa,Taylor,1
Iowa,Union,19
Iowa,Van Buren,1
Iowa,Wapello,43
Iowa,Warren,10
Iowa,Washington,13
Iowa,Wayne,
Iowa,Webster,87
Iowa,Winnebago,1
Iowa,Winneshiek,45
Iowa,Woodbury,219
Iowa,Worth,
Iowa,Wright,7
Kansas,Allen,15
Kansas,Anderson,3
Kansas,Atchison,22
Kansas,Barber,1
Kansas,Barton,57
Kansas,Bourbon,11
Kansas,Brown,30
Kansas,Butler,71
Kansas,Chase,
Kansas,Chautauqua,
Kansas,Cherokee,28
Kansas,Cheyenne,1
Kansas,Clark,
Kansas,Clay,6
Kansas,Cloud,17
Kansas,Coffey,10
Kansas,Comanche,
Kansas,Cowley,41
Kansas,Crawford,79
Kansas,Decatur,1
Kansas,Dickinson,5
Kansas,Doniphan,1
Kansas,Douglas,335
Kansas,Edwards,
Kansas,Elk,
Kansas,Ellis,80
Kansas,Ellsworth,2
Kansas,Finney,43
Kansas,Ford,31
Kansas,Franklin,48
Kansas,Geary,98
Kansas,Gove,1
Kansas,Graham,
Kansas,Grant,3
Kansas,Gray,1
Kansas,Greeley,
Kansas,Greenwood,1
Kansas,Hamilton,
Kansas,Harper,1
Kansas,Harvey,126
Kansas,Haskell,1
Kansas,Hodgeman,
Kansas,Jackson,5
Kansas,Jefferson,5
Kansas,Jewell,
Kansas,Johnson,"1,312"
Kansas,Kearny,2
Kansas,Kingman,6
Kansas,Kiowa,12
Kansas,Labette,15
Kansas,Lane,
Kansas,Leavenworth,157
Kansas,Lincoln,1
Kansas,Linn,7
Kansas,Logan,
Kansas,Lyon,104
Kansas,Marion,7
Kansas,Marshall,6
Kansas,McPherson,26
Kansas,Meade,
Kansas,Miami,56
Kansas,Mitchell,6
Kansas,Montgomery,71
Kansas,Morris,2
Kansas,Morton,1
Kansas,Nemaha,1
Kansas,Neosho,18
Kansas,Ness,
Kansas,Norton,4
Kansas,Osage,1
Kansas,Osborne,3
Kansas,Ottawa,
Kansas,Pawnee,40
Kansas,Phillips,9
Kansas,Pottawatomie,7
Kansas,Pratt,8
Kansas,Rawlins,
Kansas,Reno,92
Kansas,Republic,2
Kansas,Rice,2
Kansas,Riley,158
Kansas,Rooks,1
Kansas,Rush,
Kansas,Russell,
Kansas,Saline,181
Kansas,Scott,5
Kansas,Sedgwick,"1,063"
Kansas,Seward,16
Kansas,Shawnee,598
Kansas,Sheridan,
Kansas,Sherman,2
Kansas,Smith,
Kansas,Stafford,2
Kansas,Stanton,
Kansas,Stevens,3
Kansas,Sumner,23
Kansas,Thomas,10
Kansas,Trego,2
Kansas,Wabaunsee,4
Kansas,Wallace,1
Kansas,Washington,
Kansas,Wichita,
Kansas,Wilson,2
Kansas,Woodson,
Kansas,Wyandotte,244
Kentucky,Adair,36
Kentucky,Allen,14
Kentucky,Anderson,17
Kentucky,Ballard,1
Kentucky,Barren,67
Kentucky,Bath,33
Kentucky,Bell,5
Kentucky,Boone,122
Kentucky,Bourbon,23
Kentucky,Boyd,289
Kentucky,Boyle,69
Kentucky,Bracken,3
Kentucky,Breathitt,25
Kentucky,Breckinridge,20
Kentucky,Bullitt,72
Kentucky,Butler,9
Kentucky,Caldwell,3
Kentucky,Calloway,27
Kentucky,Campbell,138
Kentucky,Carlisle,
Kentucky,Carroll,9
Kentucky,Carter,44
Kentucky,Casey,12
Kentucky,Christian,251
Kentucky,Clark,24
Kentucky,Clay,5
Kentucky,Clinton,18
Kentucky,Crittenden,1
Kentucky,Cumberland,15
Kentucky,Daviess,261
Kentucky,Edmonson,5
Kentucky,Elliott,12
Kentucky,Estill,9
Kentucky,Fayette,"1,103"
Kentucky,Fleming,9
Kentucky,Floyd,436
Kentucky,Franklin,61
Kentucky,Fulton,
Kentucky,Gallatin,8
Kentucky,Garrard,5
Kentucky,Grant,21
Kentucky,Graves,28
Kentucky,Grayson,24
Kentucky,Green,16
Kentucky,Greenup,47
Kentucky,Hancock,6
Kentucky,Hardin,387
Kentucky,Harlan,7
Kentucky,Harrison,11
Kentucky,Hart,14
Kentucky,Henderson,54
Kentucky,Henry,7
Kentucky,Hickman,
Kentucky,Hopkins,35
Kentucky,Jackson,3
Kentucky,Jefferson,"2,204"
Kentucky,Jessamine,51
Kentucky,Johnson,34
Kentucky,Kenton,253
Kentucky,Knott,6
Kentucky,Knox,16
Kentucky,Larue,3
Kentucky,Laurel,27
Kentucky,Lawrence,32
Kentucky,Lee,10
Kentucky,Leslie,5
Kentucky,Letcher,16
Kentucky,Lewis,3
Kentucky,Lincoln,24
Kentucky,Livingston,2
Kentucky,Logan,16
Kentucky,Lyon,2
Kentucky,Madison,113
Kentucky,Magoffin,16
Kentucky,Marion,34
Kentucky,Marshall,7
Kentucky,Martin,5
Kentucky,Mason,65
Kentucky,McCracken,102
Kentucky,McCreary,15
Kentucky,McLean,3
Kentucky,Meade,26
Kentucky,Menifee,18
Kentucky,Mercer,24
Kentucky,Metcalfe,10
Kentucky,Monroe,7
Kentucky,Montgomery,104
Kentucky,Morgan,27
Kentucky,Muhlenberg,20
Kentucky,Nelson,64
Kentucky,Nicholas,2
Kentucky,Ohio,9
Kentucky,Oldham,61
Kentucky,Owen,4
Kentucky,Owsley,4
